cust_ref,left_us,mo_bill_usd,sex,is_senior,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,agreement_type,paperless_billing,payment_method,total_charges
FR-12909-WPNB,No,77.67,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,3630.78
FR-57796-MVBZ,No,47.83,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),1910.09
FR-86195-VXER,Yes,95.07,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),4095.25
FR-59767-ZXUY,No,36.58,Female,0,No,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,2523.48
FR-30466-CQMB,No,18.0,Female,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,702.45
FR-80677-GZNE,Yes,33.69,Female,1,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2348.61
FR-96366-PQGM,No,23.46,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,341.23
FR-59445-VMGJ,No,21.57,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1281.62
FR-86768-WUEK,No,85.27,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3930.82
FR-34257-CAPP,No,84.71,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,5337.98
FR-12901-SNCF,Yes,44.64,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,810.73
FR-90342-DTDS,No,107.37,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,7618.7
FR-78339-YBHF,No,27.89,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),488.92
FR-17573-ENHU,No,99.37,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,5262.88
FR-59594-GZDW,No,35.84,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,574.79
FR-96353-GFKN,Yes,70.96,Female,1,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1493.88
FR-26890-ZBFR,No,50.0,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,1691.1
FR-75810-JSLD,No,60.26,Female,1,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,3408.96
FR-19924-PZJM,No,68.9,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),2276.51
FR-51086-YRVS,No,48.03,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,260.18
FR-15640-ETTC,Yes,61.11,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,3049.7
FR-73405-KCMR,No,41.05,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,673.54
FR-58516-AGBM,No,25.41,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,753.09
FR-13012-AVRQ,No,18.0,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,317.36
FR-59065-YBSL,No,66.82,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),2418.04
FR-46374-JXDE,No,116.75,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),6402.47
FR-76492-SVDK,No,40.17,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),700.75
FR-33790-WUJJ,Yes,83.69,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,2542.2
FR-20645-DSKC,Yes,96.39,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,5302.84
FR-66357-RQYL,Yes,51.99,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,647.1
FR-80686-GVNW,No,43.15,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,122.82
FR-97198-JNUB,No,74.36,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1994.02
FR-93577-UYFM,No,87.23,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),708.39
FR-56022-FJHC,No,87.56,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1471.31
FR-37292-NFHF,Yes,33.95,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,976.68
FR-63766-ADUN,No,120.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),129.68
FR-53603-DXYB,No,59.43,Male,1,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1488.89
FR-77337-XAWP,Yes,60.73,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),539.35
FR-94730-QUYC,No,69.76,Male,1,Yes,No,37,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,2564.56
FR-47995-VSAW,No,97.19,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,4474.23
FR-99604-PALP,No,120.0,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),571.36
FR-10314-FLTC,Yes,67.61,Male,1,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,3249.9
FR-91052-EUPN,No,36.01,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,1008.31
FR-15981-NCYE,No,73.79,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4053.08
FR-22409-FGVZ,Yes,82.41,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4681.82
FR-62271-KSLY,No,48.28,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1984.33
FR-93060-PGKT,No,26.81,Female,1,Yes,No,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,995.19
FR-28292-HNBS,No,104.13,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7275.63
FR-64449-TJUF,Yes,101.82,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,472.61
FR-62248-CKUX,No,70.05,Female,0,No,Yes,71,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),4973.91
FR-25301-KNLJ,No,104.45,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,2523.45
FR-22659-VQWM,Yes,59.68,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1248.12
FR-89003-TQYQ,No,26.87,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),1069.26
FR-65919-BPAM,No,97.32,Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),4771.79
FR-48056-PYPH,No,62.89,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1685.1
FR-56498-NDCE,No,120.0,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,4075.66
FR-92799-BPNA,No,18.0,Male,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),320.86
FR-51545-JGBW,Yes,79.86,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1759.73
FR-41251-DCLJ,No,29.71,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),589.64
FR-22565-WMED,No,92.74,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,5010.41
FR-70750-BCXR,No,97.18,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),980.66
FR-81315-LSDW,Yes,40.85,Male,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1871.07
FR-37639-MBNB,Yes,117.58,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),3758.45
FR-43546-XYRQ,No,18.0,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),686.48
FR-40669-PWTR,Yes,79.75,Female,1,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.1
FR-29276-MEBD,No,78.08,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4838.47
FR-42508-GHMB,No,80.34,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),4592.66
FR-11101-LUNZ,No,94.93,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2486.73
FR-93352-DBFY,Yes,74.34,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),1590.47
FR-16732-TRGF,No,77.06,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),3470.24
FR-85102-HEMZ,No,31.05,Female,0,No,Yes,68,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,2117.26
FR-29979-ZAYA,No,40.43,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2902.91
FR-14961-VCRA,Yes,55.48,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),226.99
FR-14563-PNEH,No,98.01,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,6868.22
FR-10158-MDMU,Yes,80.42,Male,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),5144.72
FR-76083-QCRU,No,71.5,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2697.24
FR-11396-MEDN,No,18.0,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.62
FR-24167-SZLR,No,22.76,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,280.89
FR-85372-WPJG,No,74.35,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),4087.56
FR-76489-XTMV,No,48.85,Female,0,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1009.51
FR-20012-PAMQ,No,56.59,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,2495.97
FR-76053-JNEK,Yes,90.64,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4928.54
FR-48298-FERP,Yes,67.5,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,3254.05
FR-21388-ECJD,Yes,19.09,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1077.37
FR-85992-LCLU,No,48.61,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,1231.92
FR-50539-FVXD,No,73.59,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),2065.14
FR-55479-NSXU,No,88.49,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),186.38
FR-52350-CNZT,No,43.25,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0
FR-94433-WUXR,Yes,92.47,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,3621.49
FR-74815-KGVK,Yes,18.0,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1283.73
FR-96848-GDFC,Yes,60.4,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1844.93
FR-51654-JSCA,No,18.0,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,656.85
FR-37295-TJUJ,No,37.42,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,865.68
FR-99466-GNJP,No,85.98,Male,0,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,5838.15
FR-16192-DYVC,No,50.47,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,1324.6
FR-56688-XWME,No,37.33,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,1570.85
FR-39724-LXSY,Yes,39.7,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2453.76
FR-64308-PGYD,Yes,103.61,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),726.08
FR-93198-LPXK,Yes,89.12,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,933.27
FR-41491-HWWC,No,63.07,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),955.3
FR-68433-QFTH,Yes,18.0,Male,1,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1101.57
FR-65557-MPPJ,No,18.0,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,5.83
FR-84905-QVWQ,No,44.89,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),193.96
FR-37165-LQLF,No,53.39,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),2074.99
FR-77617-WAHH,No,120.0,Male,0,Yes,No,53,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,6362.38
FR-34844-FFWB,No,40.99,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2740.98
FR-51304-ADHS,No,53.61,Male,1,No,No,26,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,1367.68
FR-84380-BAFA,Yes,56.41,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3887.28
FR-10494-AKWD,Yes,37.1,Male,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),381.2
FR-54094-MLKL,No,118.78,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),7127.4
FR-67117-EFXU,Yes,54.23,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),977.3
FR-61728-ERFU,Yes,18.0,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,312.18
FR-83951-CXBY,Yes,80.81,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,3463.56
FR-22167-YTQD,No,78.89,Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,5112.22
FR-82079-FSTE,Yes,91.36,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5212.78
FR-73564-NVGB,No,53.03,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3094.93
FR-15473-QCMY,No,24.04,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,1204.56
FR-49485-FWBG,Yes,66.04,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),611.47
FR-63291-DMXC,No,66.25,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1914.54
FR-48267-ZVXH,No,46.08,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),2136.22
FR-22489-PBKN,No,41.68,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),2380.7
FR-99828-XQRX,Yes,78.25,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,410.23
FR-63665-HFLA,Yes,41.35,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,628.41
FR-91324-QGUH,No,104.3,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,2185.52
FR-46802-PDDS,Yes,88.48,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,4776.84
FR-87670-TVWW,No,98.39,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,4615.05
FR-61265-JQRH,Yes,34.95,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,1455.52
FR-89238-UTQT,No,64.06,Female,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,3722.24
FR-22604-WATE,No,46.66,Male,0,No,No,67,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),3124.78
FR-87999-DPPY,Yes,44.5,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,2836.73
FR-38222-UBSL,No,114.06,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),6290.66
FR-16647-UPRA,No,96.49,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),3287.56
FR-29822-VZCT,No,70.89,Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,3221.08
FR-17474-WKKV,Yes,110.03,Female,0,No,No,56,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,6170.28
FR-92762-EUEL,No,97.7,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1845.04
FR-80434-GEKA,No,48.71,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,2499.43
FR-16528-XALK,Yes,18.0,Female,1,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,282.67
FR-32653-PCBB,No,18.0,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1295.26
FR-24271-FPAR,No,28.82,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,154.07
FR-13545-RETH,No,108.32,Female,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,2834.4
FR-59122-XDJT,Yes,58.49,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1195.08
FR-84228-ERBS,No,85.96,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,3499.79
FR-37565-JCPC,No,76.54,Male,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1774.09
FR-66127-QVGK,No,59.64,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),3677.16
FR-57740-YRMS,No,46.57,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,2788.75
FR-91350-XRJY,No,76.52,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),548.8
FR-38606-LWHS,Yes,120.0,Female,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,638.06
FR-68975-PJHC,No,72.8,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3280.58
FR-21386-WAZY,Yes,18.0,Female,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.53
FR-23453-EYTS,No,18.0,Female,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),293.3
FR-44813-CCSX,No,68.71,Female,1,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,2135.87
FR-41613-QNRN,No,52.39,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1938.0
FR-17150-CEXD,No,21.15,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,817.37
